Company,firm,year,mktcap,sharepr,bkvalue,opincome,sharesno,EPS,BVPS,tdebt,debteq,equity,avrgdebteq,dividends,div,retearnings,size,Q-ratio,EV,netprofit
MR PRICE,34,2010,13549002138,51.2,2000853000,991518000,264628948,3.746823647,7.560975529,1539421000,0.113618773,2070823000,0.057562591,348731000,1,2412561000,1,6.771612976,12378259138,661613000
MR PRICE,34,2011,19709564047,74.48,2315020000,1433768000,264628948,5.41803159,8.748173688,1466953000,0.074428485,2394184000,0.057562591,512308000,1,2909725000,1,8.513777007,18341052047,1006938000
MR PRICE,34,2012,32215928130,121.74,2679000000,1741000000,264628948,6.579023244,10.123609,1515000000,0.047026427,2781000000,0.057562591,670000000,1,3537000000,1,12.02535578,31065928130,1642000000
MR PRICE,34,2013,34399116951,129.99,3211000000,2072000000,264628948,7.829831225,12.13397107,1581000000,0.045960482,3316000000,0.057562591,888000000,1,4223000000,1,10.71289846,32147116951,1880000000
MR PRICE,34,2014,53719676444,203,3706000000,2537000000,264628948,9.587008599,14.00451473,2641000000,0.049162619,3922000000,0.057562591,1094000000,1,5048000000,1,14.49532554,51466676444,1879000000
MR PRICE,34,2015,67258093424,254.16,4693000000,3076000000,264628948,11.6238228,17.73426541,2846000000,0.04231461,5021000000,0.057562591,1340000000,1,6048000000,1,14.33157755,64485093424,2251000000
MR PRICE,34,2016,60216317117,227.55,5247000000,3603000000,264628948,13.61529049,19.82776276,2443000000,0.040570399,5620000000,0.057562591,1592000000,1,7184000000,1,11.47633259,58785317117,2586000000
MR PRICE,34,2017,46099727214,174,6373000000,3048000000,264940961,11.50444985,24.05441566,2186000000,0.047418936,6729000000,0.057562591,1688000000,1,7845000000,1,7.233599123,44303727214,2250000000
MUSTEK,35,2010,426138471.9,3.89,1651192000,128031000,109547165,1.168729469,15.07288664,1081555000,2.53803651,641751000,2.861112999,11045000,1,492818000,0,0.258079298,486592471.9,59048000
MUSTEK,35,2011,602509407.5,5.5,644861000,155137000,109547165,1.41616627,5.886606011,956865000,1.588132879,712674000,2.861112999,13146000,1,576181000,0,0.934324463,602706407.5,90733000
MUSTEK,35,2012,648645606.7,5.98,713918000,136929000,108469165,1.262377193,6.581759895,1343041000,2.070531252,774158000,2.861112999,18623000,1,639655000,0,0.908571582,610585606.7,86196000
MUSTEK,35,2013,569274116.3,5.25,781422000,137249000,108433165,1.265747431,7.206485211,1394408000,2.44944915,838911000,2.861112999,18434000,1,706140000,0,0.72851048,349855116.3,90255000
MUSTEK,35,2014,832125528,7.8,874481000,181459000,106682760,1.700921498,8.197022649,1766667000,2.123077517,934513000,2.861112999,21687000,1,791787000,0,0.951565017,960991528,109663000
MUSTEK,35,2015,906705371.3,8.75,950173000,233501000,103623471,2.253360148,9.169476672,2445167000,2.696760246,1013016000,2.861112999,29871000,1,894636000,0,0.954252932,853704371.3,133840000
MUSTEK,35,2016,470400000,4.8,920278000,188828000,98000000,1.926816327,9.390591837,2098221000,4.460503827,987337000,2.861112999,35605000,1,927669000,0,0.511149892,464418000,78590000
MUSTEK,35,2017,403380000,4.86,884945000,173692000,83000000,2.092674699,10.66198795,2001738000,4.962412613,978461000,2.861112999,13950000,1,969164000,0,0.455824938,426052000,65351000
NETCARE,36,2010,1.21E+11,95,31195000000,3708000000,1276642003,2.904494754,24.43519791,38321000000,0.315968726,6358000000,0.222297517,0,0,4518000000,1,3.887834277,1.48E+11,-43000000
NETCARE,36,2011,1.24E+11,95.5,35264000000,3701000000,1295001602,2.857911522,27.23085434,42979000000,0.347522261,7685000000,0.222297517,553000000,1,5537000000,1,3.507051185,1.52E+11,1877000000
NETCARE,36,2012,1.17E+11,88.81,38796000000,3812000000,1316594073,2.895349507,29.4669411,45242000000,0.386926103,-1020000000,0.222297517,694000000,1,427000000,1,3.013885958,1.41E+11,-8128000000
NETCARE,36,2013,1.22E+11,83,20046000000,3060000000,1475000000,2.074576271,13.59050847,13487000000,0.110165407,10432000000,0.222297517,813000000,1,4846000000,1,6.107203432,1.31E+11,8854000000
NETCARE,36,2014,1.15E+11,78.01,22401000000,3253000000,1478000000,2.200947226,15.15629229,14545000000,0.126150511,12172000000,0.222297517,973000000,1,5859000000,1,5.147037186,1.24E+11,2777000000
NETCARE,36,2015,1.13E+11,77.5,26785000000,3728000000,1456000000,2.56043956,18.39629121,17383000000,0.154049982,14281000000,0.222297517,1166000000,1,6902000000,1,4.212805675,1.23E+11,3263000000
NETCARE,36,2016,1.25E+11,85.5,26403000000,4128000000,1462000000,2.823529412,18.05950752,17650000000,0.14119887,13009000000,0.222297517,1250000000,1,7283000000,1,4.73434837,1.33E+11,-94000000
NETCARE,36,2017,98015119620,72.05,26075000000,2966000000,1360376400,2.180278929,19.16748923,19250000000,0.196398271,8862000000,0.222297517,1296000000,1,5316000000,1,3.758969113,1.05E+11,-2796000000
NU-WORLD,37,2010,634101020,28,598620000,103459000,22646465,4.568439269,26.43326453,239496000,0.377693762,649238000,0.460979517,8038000,1,585041000,0,1.059271357,604717020,73973000
NU-WORLD,37,2011,396313137.5,17.5,595253000,51205000,22646465,2.261059287,26.2845879,212665000,0.536608504,651919000,0.460979517,24644000,1,603313000,0,0.6657894,344294137.5,23905000
NU-WORLD,37,2012,509318997.9,22.49,634255000,84581000,22646465,3.734843385,28.0067993,267138000,0.524500364,696183000,0.460979517,9161000,1,641708000,0,0.803019287,627771997.9,42914000
NU-WORLD,37,2013,475575765,21,649895000,70303000,22646465,3.104369711,28.69741481,191588000,0.402854843,711111000,0.460979517,12795000,1,660373000,0,0.731773233,398525765,39711000
NU-WORLD,37,2014,588808090,26,735083000,108542000,22646465,4.79288931,32.45906149,260391000,0.442234073,797667000,0.460979517,13452000,1,724645000,0,0.801008988,560814090,75163000
NU-WORLD,37,2015,629571727,27.8,811966000,130953000,22646465,5.782491881,35.85398428,362176000,0.57527361,873650000,0.460979517,26206000,1,790983000,0,0.775367105,699700727,92544000
NU-WORLD,37,2016,679393950,30,860011000,113062000,22646465,4.992478959,37.97550744,305542000,0.44972729,924475000,0.460979517,37027000,1,856084000,0,0.789982861,682774950,114112000
NU-WORLD,37,2017,939828297.5,41.5,951018000,237117000,22646465,10.47037584,41.99410372,356142000,0.378943687,1014246000,0.460979517,40854000,1,980922000,0,0.988233974,901452297.5,147045000
OCEANA,38,2010,3877913029,38.8028,1230287000,484474000,99939000,4.847697095,12.31037933,596759000,0.153886638,1246470000,0.219703507,193840000,1,1162803000,1,3.152039345,3767137029,294424000
OCEANA,38,2011,4653499633,46.5634,1381250000,512689000,99939000,5.130019312,13.82093077,623645000,0.134016342,1399351000,0.219703507,219993000,1,1283031000,1,3.369049508,4309878633,333170000
OCEANA,38,2012,8082350573,67.7303,1617013000,663070000,119331386,5.556543188,13.55060939,935486000,0.115744299,1633242000,0.219703507,242222000,1,1496895000,1,4.998321333,7899448573,444094000
OCEANA,38,2013,9506849230,79.5458,1770502000,748679000,119514157,6.264354105,14.8141613,1106031000,0.116340438,1789375000,0.219703507,380934000,1,1620682000,1,5.369578362,9737586230,506032000
OCEANA,38,2014,12158439742,101.722,1649281000,879566000,119526157,7.358774197,13.79849433,1228391000,0.10103196,1746906000,0.219703507,365880000,1,1563243000,1,7.371963748,12183972742,572790000
OCEANA,38,2015,15856560018,117,3536656000,1025601000,135526154,7.567550393,26.09574533,2448778000,0.154433118,3564286000,0.219703507,427395000,1,1755638000,1,4.483489493,19130142018,1065310000
OCEANA,38,2016,16263138480,120,3296706000,1729678000,135526154,12.76268786,24.32523836,7099102000,0.436514884,4007699000,0.219703507,476827000,1,2215919000,1,4.93314796,19782624480,847063000
OCEANA,38,2017,11521078352,85.01,3185425000,1010129000,135526154,7.453387927,23.50413486,6286596000,0.545660381,3756629000,0.219703507,573243000,1,2134148000,1,3.616810426,14554876352,323821000
PSV,39,2010,74388501,0.3,97581860,-71641962,247961670,-0.288923534,0.393536065,128927656,1.733166474,150221040,2.035771808,0,0,-119155318,0,0.762318949,115996662,-83303488
PSV,39,2011,34714633.8,0.14,91710874,-3029704,247961670,-0.012218437,0.369859075,147228469,4.241106786,142748948,2.035771808,0,0,-125220735,0,0.378522549,79505670.8,-11179846
PSV,39,2012,49058585.82,0.18,78361366,-25425847,272547699,-0.093289531,0.287514319,165045300,3.364249035,125771638,2.035771808,0,0,-142844627,0,0.626055776,73079092.82,-17720071
PSV,39,2013,49058585.82,0.18,56121604,13735906,272547699,0.050398173,0.205914797,116660289,2.377979044,97058720,2.035771808,9328872,1,-175955326,0,0.874147963,40113545.82,-20773368
PSV,39,2014,51784062.81,0.19,59203470,-2537570,272547699,-0.009310554,0.217222417,90052944,1.739008859,98999945,2.035771808,0,0,-174102672,0,0.874679521,50549209.81,1964476
PSV,39,2015,58493565.24,0.22,36693053,-25049143,265879842,-0.094212268,0.138006149,81981406,1.40154572,72249874,2.035771808,0,0,-201037780,0,1.594131871,76373522.24,-27122511
PSV,39,2016,116987130.5,0.44,13623732,-25310732,265879842,-0.09519613,0.051240184,82546770,0.705605562,31646066,2.035771808,0,0,-241606579,0,8.587010555,133539867.5,-40382889
PSV,39,2017,103693138.4,0.39,13059347,4130362,265879842,0.015534694,0.049117477,75023332,0.723512984,30932482,2.035771808,0,0,-242753977,0,7.940147266,126339836.4,-713583
RANDGOLD,40,2010,216958071.2,2.9,173981000,758140000,74813128,10.13378294,2.325541047,394618000,1.818867571,174455000,0.340959707,0,0,111696000,0,1.247021636,216958071.2,791279000
RANDGOLD,40,2011,203617227.5,2.73,168552000,37870000,74585065,0.507742401,2.259862615,44966000,0.220835931,169026000,0.340959707,64481000,1,168280000,0,1.208038038,203617227.5,-14360000
RANDGOLD,40,2012,223755195,3,175404000,-1996000,74585065,-0.02676139,2.351730873,42094000,0.188125241,175878000,0.340959707,0,0,175132000,0,1.275656171,223755195,6852000
RANDGOLD,40,2013,149170130,2,186863000,-4458000,74585065,-0.059770679,2.505367529,17572000,0.117798382,186912000,0.340959707,0,0,186166000,0,0.798286071,149170130,11034000
RANDGOLD,40,2014,161103740.4,2.16,169405000,124111000,74585065,1.664019466,2.271299221,15004000,0.093132537,169405000,0.340959707,161067000,1,168659000,0,0.950997553,161103740.4,136552000
RANDGOLD,40,2015,186462662.5,2.5,172171000,-9175000,74585065,-0.123013904,2.308384393,14125000,0.075752431,172171000,0.340959707,0,0,171425000,0,1.083008535,186462662.5,5366000
RANDGOLD,40,2016,157374487.2,2.11,159775000,-22465000,74585065,-0.301199711,2.1421849,17090000,0.108594476,159776000,0.340959707,0,0,159060000,0,0.984975667,157374487.2,-7987000
RANDGOLD,40,2017,133507266.4,1.79,152717000,-20022000,74585065,-0.268445164,2.047554695,13961000,0.104571087,152717000,0.340959707,0,0,152001000,0,0.874213521,133507266.4,-7059000
RAUBEX,41,2010,3942843157,21.59,1545872000,887263000,182623583,4.858425103,8.464799423,1556714000,0.394820169,2269696000,0.58551956,192759000,1,1263340000,0,2.550562503,3986095157,590830000
RAUBEX,41,2011,3419451079,18.53,1783168000,662558000,184535946,3.590400756,9.662984576,1466519000,0.428875561,2544613000,0.58551956,196620000,1,1510726000,0,1.917626987,3311372079,442126000
RAUBEX,41,2012,2474627036,13.41,1971251000,531462000,184535946,2.879991739,10.68220606,1657674000,0.669868217,2728880000,0.58551956,174008000,1,1670355000,0,1.255358671,2347978036,330924000
RAUBEX,41,2013,3939842447,21.35,2194639000,483805000,184535946,2.621738531,11.89274528,1899391000,0.482098212,2958590000,0.58551956,121222000,1,1850616000,0,1.795212081,3725692447,305064000
RAUBEX,41,2014,3857428818,20.75,2477366000,539875000,185900184,2.904112241,13.32632355,2112925000,0.547754761,3241037000,0.58551956,123143000,1,2109193000,0,1.557068604,3758341818,362304000
RAUBEX,41,2015,4104403915,21.91,2738319000,622171000,187330165,3.321253681,14.61760843,2739965000,0.667567095,3533417000,0.58551956,164373000,1,2381905000,0,1.4988772,4377856915,400082000
RAUBEX,41,2016,3591965683,18.98,3003559000,710563000,189250036,3.754625442,15.87085035,2893787000,0.805627686,3832842000,0.58551956,141904000,1,2718123000,0,1.195903155,3844431683,443388000
RAUBEX,41,2017,4427430877,24.36,3098623000,661675000,181750036,3.640576996,17.04881643,3044057000,0.687544783,3949725000,0.58551956,174343000,1,2938678000,0,1.428838189,4426912877,363370000
REUNERT,42,2010,11972900000,67,3978900000,1262800000,178700000,7.066592054,22.26580862,3481800000,0.290806739,4471000000,0.229019892,456800000,1,3641300000,1,3.009097992,11536600000,904700000
REUNERT,42,2011,10413900000,63,3280700000,1391400000,165300000,8.417422868,19.84694495,2170700000,0.208442562,3935600000,0.229019892,498500000,1,4493000000,1,3.174292072,9913000000,991500000
REUNERT,42,2012,12206700000,75.35,3791500000,1524600000,162000000,9.411111111,23.40432099,2089500000,0.171176485,4497800000,0.229019892,577400000,1,4996200000,1,3.219490967,11668600000,1066700000
REUNERT,42,2013,11172350000,68.5,4134300000,1329500000,163100000,8.151440834,25.34825261,2505700000,0.224276898,4937300000,0.229019892,612800000,1,6117400000,1,2.702355901,10927450000,963900000
REUNERT,42,2014,11389392662,60.7,5605000000,1017000000,187634146,5.420122199,29.87196158,3250000000,0.285353231,6332000000,0.229019892,612000000,1,6561000000,1,2.032005827,11523392662,387000000
REUNERT,42,2015,12531537375,68.28,6001000000,1167000000,183531596,6.358578171,32.69736727,2674000000,0.21338164,6725000000,0.229019892,629000000,1,6615000000,1,2.088241522,10381537375,955000000
REUNERT,42,2016,12528954650,68.09,6240000000,1315000000,184005796,7.146514015,33.91197525,2817000000,0.224839189,7092000000,0.229019892,690000000,1,6843000000,1,2.007845296,11569954650,941000000
REUNERT,42,2017,13306378147,72.19,6117000000,1497000000,184324396,8.121551094,33.18605748,2846000000,0.213882393,7243000000,0.229019892,745000000,1,7225000000,1,2.175311124,12170378147,1116000000
SASOL,43,2010,2.00E+11,311.75,95311000000,23937000000,642590516,37.2507832,148.323073,59242000000,0.295725611,97242000000,0.433897313,5360000000,1,85463000000,1,2.101830779,2.02E+11,15171000000
SASOL,43,2011,2.15E+11,335,1.08E+11,29950000000,642590516,46.60821978,168.5801413,67632000000,0.314176077,1.10E+11,0.433897313,6614000000,1,98590000000,1,1.987185426,2.16E+11,17849000000
SASOL,43,2012,2.43E+11,376.82,1.26E+11,37237000000,644825216,57.74743151,195.8871906,75439000000,0.310470231,1.28E+11,0.433897313,9600000000,1,1.13E+11,1,1.923658197,2.44E+11,26853000000
SASOL,43,2013,3.12E+11,481.2,1.51E+11,41073000000,648800716,63.30603371,232.558313,96220000000,0.308197005,1.53E+11,0.433897313,10787000000,1,1.28E+11,1,2.069158456,3.08E+11,34084000000
SASOL,43,2014,3.96E+11,609.28,1.72E+11,45818000000,650550166,70.42961849,264.7666683,1.05E+11,0.266154714,1.75E+11,0.433897313,13248000000,1,1.44E+11,1,2.301196008,3.88E+11,34002000000
SASOL,43,2015,2.59E+11,397.17,1.94E+11,46549000000,651094716,71.49343844,298.2515373,1.27E+11,0.491563481,1.96E+11,0.433897313,12739000000,1,1.61E+11,1,1.3316612,2.53E+11,32727000000
SASOL,43,2016,2.44E+11,374,2.10E+11,24239000000,651389516,37.21122217,321.9855322,1.78E+11,0.73186206,2.12E+11,0.433897313,10680000000,1,1.65E+11,1,1.161542872,2.77E+11,25890000000
SASOL,43,2017,2.41E+11,370.41,2.15E+11,31705000000,651436793,48.66934189,329.8447406,1.82E+11,0.753029329,2.17E+11,0.433897313,8628000000,1,1.77E+11,1,1.12298289,3.02E+11,12234000000
SEPHAKU,44,2010,568689571.3,3.65,388349429,3869309,155805362,0.024834248,2.492529294,134501132,0.236510636,478088816,0.265833835,0,0,149208601,0,1.464375969,700159560.3,-71496828
SEPHAKU,44,2011,457084976.4,2.7,687583374,372720976,169290732,2.201662026,4.061553553,4924244,0.010773148,746784330,0.265833835,0,0,161265964,0,0.664770257,451250335.4,343699433
SEPHAKU,44,2012,481014049.6,2.8,672623160,-21323098,171790732,-0.124122517,3.91536349,981915,0.002041344,672623160,0.265833835,0,0,162292622,0,0.71513156,456384913.6,13676125
SEPHAKU,44,2013,1061645413,5.65,502386804,-19848727,187901843,-0.105633488,2.673666186,354025075,0.333468285,740524658,0.265833835,0,0,146365124,0,2.113203222,1039307589,-17135161
SEPHAKU,44,2014,1276213622,6.7,509963989,51152576,190479645,0.268546154,2.677262387,359088703,0.281370373,747723722,0.265833835,0,0,144525951,0,2.502556355,1250212354,-2817779
SEPHAKU,44,2015,1410583801,7.01,610401026,59288082,201224508,0.294636486,3.033432816,374769517,0.265683979,844719699,0.265833835,0,0,197907280,0,2.310913221,1339669535,47161371
SEPHAKU,44,2016,767252885.2,3.8,679714151,84249475,201908654,0.4172653,3.366443872,352369257,0.459260908,910591763,0.265833835,0,0,258730837,0,1.128787571,676021453.2,60420475
SEPHAKU,44,2017,608908461,3,755296036,84749834,202969487,0.417549629,3.721229467,327326057,0.537562011,983879608,0.265833835,0,0,329214333,0,0.806185167,564151628,68138391
TELEMASTER,45,2010,56700000,1.35,24537973,12434404,42000000,0.296057238,0.584237452,34794707,0.613663263,30067383,0.62650016,3743538,1,30019324,0,2.310704311,36627975,7814357
TELEMASTER,45,2011,67200000,1.6,28328874,14420228,42000000,0.343338762,0.674497,30086594,0.447717173,32927734,0.62650016,7140000,1,32879675,0,2.372138053,46844739,10000351
TELEMASTER,45,2012,25200000,0.6,27006088,-5518715,42000000,-0.131397976,0.643002095,17155478,0.680772937,31270440,0.62650016,1680000,1,31222381,0,0.933122931,16812787,22707
TELEMASTER,45,2013,27300000,0.65,26917853,654351,42000000,0.015579786,0.640901262,18399861,0.673987582,30687520,0.62650016,1469048,1,30639461,0,1.014196786,22749173,257080
TELEMASTER,45,2014,46200000,1.1,28166229,3981452,42000000,0.094796476,0.6706245,13738344,0.297366753,32094950,0.62650016,1048748,1,32046891,0,1.640262174,39163246,2667430
TELEMASTER,45,2015,19320000,0.46,28791167,3518395,42000000,0.08377131,0.685503976,11847041,0.61320088,32327116,0.62650016,2520000,1,32279057,0,0.671039142,12198850,2752166
TELEMASTER,45,2016,29400000,0.7,29431062,2738303,42000000,0.06519769,0.700739571,18324438,0.623280204,33080373,0.62650016,1469091,1,33032314,0,0.998944584,25856528,2013257
TELEMASTER,45,2017,18900000,0.45,51169261,4189469,42000000,0.099749262,1.218315738,20072036,1.062012487,34697766,0.62650016,837390,1,34649707,0,0.369362379,14715522,2457393
WORKFORCE,46,2010,108000000,0.45,122959000,28846000,240000000,0.120191667,0.512329167,219442000,2.03187037,173804000,1.827937429,0,0,173794000,0,0.878341561,230272000,15434000
WORKFORCE,46,2011,100800000,0.42,143042000,33307000,240000000,0.138779167,0.596008333,250755000,2.48764881,197487000,1.827937429,0,0,93395000,0,0.704688134,84936000,23584000
WORKFORCE,46,2012,115200000,0.48,161848000,34442000,240000000,0.143508333,0.674366667,300141000,2.605390625,220352000,1.827937429,0,0,116580000,0,0.711778953,101391000,22723000
WORKFORCE,46,2013,108000000,0.45,151029000,20710000,240000000,0.086291667,0.6292875,320240000,2.965185185,212561000,1.827937429,0,0,109056000,0,0.715094452,94166000,3334000
WORKFORCE,46,2014,384000000,1.6,207339000,69267000,240000000,0.2886125,0.8639125,290584000,0.756729167,272313000,1.827937429,0,0,168265000,0,1.852039414,373309000,59394000
WORKFORCE,46,2015,316850745.9,1.3,258835000,93676000,243731343,0.384341213,1.061968464,333260000,1.051788592,354247000,1.827937429,353000,1,245050000,0,1.224141812,303758745.9,77702000
WORKFORCE,46,2016,499649253.2,2.05,305351000,120414000,243731343,0.494043969,1.252817944,440382000,0.881382284,446768000,1.827937429,417000,1,211155000,0,1.636311174,424797253.2,91380000
WORKFORCE,46,2017,246168656.4,1.01,363618000,107859000,243731343,0.442532334,1.491880345,453813000,1.843504395,542345000,1.827937429,0,0,309697000,0,0.676997994,219159656.4,98542000
COGNITION,47,2010,135746020,1.01,78905330,25288139,134402000,0.188152996,0.587084493,30099496,0.221733912,82921104,0.16415848,5431734,1,47212075,0,1.720365658,71181078,20165328
COGNITION,47,2011,133281960,0.98,91007459,24489010,136002000,0.180063602,0.669162652,30378913,0.227929669,97125230,0.16415848,6106079,1,60616201,0,1.464516881,61096012,19524218
COGNITION,47,2012,306004500,2.25,105478550,28599401,136002000,0.210286621,0.775566168,28566854,0.093354359,112106720,0.16415848,7460850,1,75597691,0,2.901106433,215782941,22461602
COGNITION,47,2013,337284960,2.48,117749107,31350361,136002000,0.23051397,0.865789525,33110400,0.098167437,126571639,0.16415848,9497807,1,73946903,0,2.86443752,234333241,24931456
COGNITION,47,2014,378085560,2.78,127820986,33350550,136002000,0.245221026,0.93984637,29834149,0.078908459,137732676,0.16415848,16282974,1,85107940,0,2.957930242,263854723,27481282
COGNITION,47,2015,275232000,2,123507892,29318323,137616000,0.213044435,0.897482066,31306543,0.113746014,151777724,0.16415848,16481521,1,94200852,0,2.228456786,185791896,25606808
COGNITION,47,2016,192537800,1.4,101836212,17517803,137527000,0.127377191,0.740481593,41582131,0.215968662,146908721,0.16415848,17245632,1,95171136,0,1.890661448,119412999,18226680
COGNITION,47,2017,211325450,1.55,99045941,22081888,136339000,0.161963107,0.726468149,55675661,0.263459328,146849186,0.16415848,11182391,1,102774161,0,2.133610402,132716526,18612289
BELL EQUIPMENT,48,2010,1234454000,13,1347934000,124637000,94958000,1.312548706,14.19505466,1226571000,0.993614181,1418709000,1.348219843,0,0,1087162000,0,0.915811902,1394325000,-14638000
BELL EQUIPMENT,48,2011,2468908000,26,1694567000,435640000,94958000,4.587712462,17.84543693,2092673000,0.847610766,1777536000,1.348219843,0,0,1371285000,0,1.456955081,2908757000,333218000
BELL EQUIPMENT,48,2012,2078980860,21.89,1955408000,364874000,94974000,3.841830396,20.58887696,1415768000,0.680991358,2973559000,1.348219843,0,0,1596095000,0,1.063195435,2309989860,272463000
BELL EQUIPMENT,48,2013,1792520213,18.84,2339444000,340075000,95144385,3.574304464,24.5883559,2267672000,1.265074716,2488661000,1.348219843,37991000,1,1766067000,0,0.766216337,2425990213,461611000
BELL EQUIPMENT,48,2014,837292588,8.8,2333253000,185091000,95146885,1.945318546,24.52264202,1958173000,2.338696207,2536331000,1.348219843,0,0,1831459000,0,0.358852035,847217588,41537000
BELL EQUIPMENT,48,2015,1189336063,12.5,2790986000,291764000,95146885,3.066458771,29.33344586,1848769000,1.554454673,3004291000,1.348219843,0,0,2001086000,0,0.426134729,1565873063,465800000
BELL EQUIPMENT,48,2016,1210270440,12.7,2541828000,148248000,95296885,1.555643713,26.67272912,1748701000,1.444884501,2758247000,1.348219843,14273000,1,1972810000,0,0.476141753,1626806440,-166827000
BELL EQUIPMENT,48,2017,1426744068,14.97,2763836000,433246000,95306885,4.545799603,28.999332,2369012000,1.660432345,2988602000,1.348219843,19062000,1,2214236000,0,0.516218787,2022279068,234774000
AFRICAN RAINBOW MINERALS,49,2010,36157703920,170,18317000000,2920000000,212692376,13.72874785,86.11968301,9704000000,0.268379873,18529000000,0.379917722,371000000,1,13223000000,1,1.973997048,37228703920,1896000000
AFRICAN RAINBOW MINERALS,49,2011,36978495690,173.5,21913000000,5322000000,213132540,24.97037759,102.8139579,10194000000,0.275673734,22115000000,0.379917722,426000000,1,16105000000,1,1.687514064,37337495690,3744000000
AFRICAN RAINBOW MINERALS,49,2012,35798622912,166.62,24214000000,5216000000,214851896,24.2771886,112.7008905,10911000000,0.30478826,24405000000,0.379917722,959000000,1,18681000000,1,1.47842665,36676622912,2765000000
AFRICAN RAINBOW MINERALS,49,2013,43079713156,199.79,25284000000,5537000000,215624972,25.67884391,117.2591457,12658000000,0.293827397,25463000000,0.379917722,1021000000,1,19294000000,1,1.703832984,43832713156,1731000000
AFRICAN RAINBOW MINERALS,49,2014,30187496080,140,28033000000,1671000000,215624972,7.749566224,130.0081328,8259000000,0.273590098,28199000000,0.379917722,1102000000,1,21311000000,1,1.076855709,33050496080,3665000000
AFRICAN RAINBOW MINERALS,49,2015,11531394664,53.02,26756000000,1040000000,217491412,4.781798005,123.0209494,8378000000,0.726538311,26905000000,0.379917722,1302000000,1,20113000000,1,0.430983505,14542394664,-64000000
AFRICAN RAINBOW MINERALS,49,2016,17855990252,81.9,24444000000,653000000,218021859,2.995112522,112.1171983,10546000000,0.590614122,24581000000,0.379917722,761000000,1,18601000000,1,0.73048561,22852990252,1470000000
AFRICAN RAINBOW MINERALS,49,2017,22992189304,105.13,25082000000,214000000,218702457,0.978498381,114.6854971,7034000000,0.305929979,24040000000,0.379917722,426000000,1,19556000000,1,0.916680859,24806189304,-110000000
SPUR CORPORATION,50,2010,1269226829,13,123686000,118549000,97632833,1.214232921,1.266848418,127430000,0.100399706,403295000,0.077843198,80708000,1,434015000,0,10.26168547,1199687829,63540000
SPUR CORPORATION,50,2011,1264345187,12.95,126759000,111969000,97632833,1.14683756,1.298323485,147727000,0.116840718,408236000,0.077843198,54785000,1,450507000,0,9.974401718,1154491187,71648000
SPUR CORPORATION,50,2012,2103987551,21.55,104620000,168936000,97632833,1.730319553,1.071565751,178408000,0.084795179,425606000,0.077843198,65108000,1,490815000,0,20.11075847,2027488551,118208000
SPUR CORPORATION,50,2013,3002209615,30.75,149160000,189186000,97632833,1.937729288,1.527764743,217631000,0.072490275,470858000,0.077843198,88444000,1,535248000,0,20.12744445,2972326615,150951000
SPUR CORPORATION,50,2014,3036381106,31.1,159878000,194999000,97632833,1.997268685,1.637543387,218351000,0.071911592,519620000,0.077843198,96682000,1,575670000,0,18.99186321,2970743106,142932000
SPUR CORPORATION,50,2015,3623262928,33.4,469485000,182438000,108480926,1.681751869,4.327811509,252189000,0.069602732,854095000,0.077843198,114345000,1,618675000,0,7.717526499,3347850928,124634000
SPUR CORPORATION,50,2016,3498509864,32.25,499246000,220566000,108480926,2.033223795,4.602154668,202059000,0.057755733,864663000,0.077843198,133546000,1,622054000,0,7.007587168,3253198864,144016000
SPUR CORPORATION,50,2017,3145946854,29,475075000,174145000,108480926,1.60530525,4.379341305,153993000,0.048949651,837176000,0.077843198,141809000,1,605388000,0,6.622000429,2903415854,129681000
